Ref,Label,Description,Translate,MaxChars,English,German,Spanish,French,Italian,Netherland,Danish,Swedish,Chinese,Polish,Japanese,Korean,Portuguese,Slovak,Russian,Hungarian,Bulgarian,Romanian,Czech,Turkish,Finnish,Greek,T-Chinese,Serbian,Slovenian,Thai,Polish UTF8
867,STI_MANUAL_TEMP,Manual temperature (constant temperature),1,15,MANUAL TEMP.,MANUELL TEMP.,TEMP MANUAL,TEMP. MANUEL,TEMP MANUALE,HANDMATIG TEMP,MANUEL TEMP.,MANUELL TEMP.,人工温度,TEMP. RECZNIE,手動温度,수동 온도,TEMP. MANUAL,RUČN TEPL,РУЧН. ТЕМПЕР.,HÖM. KÉZI,,TEMP.MANUAL,TEPLOTA RUČNĚ,MANUEL SIC.,MANUAALINEN T,ΧΕΙΡΟΚ.ΘΕΡΜΟΚ.,,MANUEL TEMP.,TEMP ROČNO,??????,TEMP. RECZNIE
868,STI_MV_RAW,Raw value for electrode signal in mV,1,8,MV RAW,MV ROH,mv crudo,mV DIR,MW RAW,MV WERK,MV REN,mV R�,原始值,MV RAV,生のMV,값(mV),MV,MV HRUB,МВ ИСХ.,ALAP MV,,IN BRUT,HRUB MV,HAM MV,MV TOD,ΜΗ ΕΠΕΞ.MV,,mV VRD,mV OSN,??????,MV RAV
869,STI_MV_TOO_HIGH,mV is too high,1,16,MV TOO HIGH,MV ZU HOCH,MV MUY ALTO,mV TROP HAUT,MV ALTO,MV TE HOOG,MV FOR HJ,mV F�R H�G,MV太高,MV ZA WYSOKIE,超高ミリ電圧値,mV가 너무 높음,MV MUITO ALTA,VYSOKÉ MV,МВ ВЫШЕ МАКС.,MV MAGAS,,INL PREA INALT,VYSOKÁ M.HODNO,ÇOK YÜKSEK MV,MV KORKEA,MV ΠΟΛΥ ΥΨΗΛΟ,,mV VISOKO,MV PREVISOKO,??????,MV ZA WYSOKIE
870,STI_MV_TOO_LOW,mV is too low,1,16,MV TOO LOW,MV ZU TIEF,MV MUY BAJO,mV TROP BAS,MV BASSO,MV TE LAAG,MV FOR LAV,mV F�R L�G,MV太低,MV ZA NISKIE,超低ミリ電圧値,mV가 너무 낮음,MV MUITO BAIXA,NÍZKE MV,МВ НИЖЕ МИН.,MV ALACSONY,,INL PREA JOASA,NÍZKÁ M. HODNO,ÇOK DÜŞÜK MV,MV ALHAINEN,MV ΠΟΛΥ ΧΑΜΗΛΟ,,mV NISKO,MV PRENIZKO,??????,MV ZA NISKIE
871,STI_PH_RAW,raw pH value,1,8,PH RAW,pH ROH,pH crudo,pH DIR,pH RAW,pH WERK,PH REN,pH R�,原始PH,pH NIE.,生のpH,순 pH,PH,pH HRU,PH ИСХ,ALP PH,,pHBRUT,HRU pH,HAM PH,PH TOD,ΜΗ ΕΠΕΞ.PH,,pH VRD,pH OSN,??????,pH NIE.
872,STI_PH_TOO_HIGH,pH value to high,1,14,PH TOO HIGH,pH ZU HOCH,PH MUY ALTO,pH TROP HAUT,pH ALTO,pH TE HOOG,pH FOR HJ,pH F�R H�G,PH值太高,pH ZA WYSOKIE,PH値が高過ぎる,pH값이 높음,PH MUITO ALTO,pH VYSOKÉ,PH ВЫШЕ МАКС,PH MAGAS,,pH PREA RIDIC.,pH VYSOKÉ!,ÇOK YÜKSEK PH,PH KORKEA,pH ΠΟΛΥ ΥΨΗΛΟ,,pH VISOKO,pH PREVISOK,??????,pH ZA WYSOKIE
873,STI_PH_TOO_LOW,pH value to low,1,16,PH TOO LOW,pH ZU TIEF,PH MUY BAJO,pH TROP BAS,pH BASSO,pH TE LAAG,pH FOR LAV,pH F�R L�G,PH值太低,pH ZA NISKIE,PH値が低過ぎる,pH값이 낮음,PH MUITO BAIXO,pH NÍZKE,PH НИЖЕ МИН.,PH ALACSONY,,pH PREA SCAZUT,pH NÍZKÉ!,ÇOK DÜŞÜK PH,PH ALHAINEN,pH ΠΟΛΥ ΧΑΜΗΛΟ,,pH NISKO,pH PRENIZEK,??????,pH ZA NISKIE
874,STI_PM_STANDARD,pH polymetron buffer,1,13,"4, 6.88, 9.22","4, 6.88, 9.22","4, 6.88, 9.22","4-6,88-9,22","4, 6,88, 9,22","4,6.88,9.22","4, 6,88, 9.22","4, 6.88,9.22","4,6.88,9.22","4, 6,88, 9,22","4,6.88,9.22","4,6.88,9.22","4; 6,88; 9,22","4, 6.88, 9.22","4, 6.88, 9.22","4, 6.88, 9.22",,"4; 6,88; 9,22","4; 6,88; 9,22","4, 6,88, 9,22","4, 6.88, 9.22","4, 6.88, 9.22",,"4, 6,88, 9,22","4, 6.88, 9.22",??????,"4, 6,88, 9,22"
875,STI_PROCESS_TEMP,Process temperature calibration,1,15,PROCESS TEMP,PROZESS TEMP,TEMP DE PROCES,TEMP PROCESS,TEMP PROCESSO,PROCES TEMP.,PROCESTEMP.,PROCESSTEMP,处理温度校准,TEMP. PROCESU,プロセズ温度,처리 온도 조정,TEMP. PROCESSO,TEPL PROCESU,ТЕМП. ПРОЦ.,KÖZEG HÖM,,TEMP PROCES,TEPLOTA,PROSES SIC,PROSESSIN T,ΒΑΘΜ.ΘΕΡΜΟΚΡ.,,PROCES. TEMP,PROCES TEMP,??????,TEMP. PROCESU
876,STI_REF,Reference electrode,1,6,REF,REF,REFER,REF,RIF,REF,REF,REF,参考,REF.,基準,참조,REF,REF,СРАВ.,REF,,REF,REF,REF,REF,ΑΝΑΦ.,,REF.,REF,??????,REF.
877,STI_REF_IMP_HIGH,Reference probe value too high,1,15,REF IMP. HGH,REF IMP HOCH,REF IMP ALTA,IMP. REF HAUTE,RIF IMP. ALTA,REF IMP. HIGH,REF IMP. HJ,REF IMP. H�G,参考探头值太高,IMP.REF ZA WYS,超高基準抵抗,참조 IMP.높음,IMPED. ALT,REF IMP VYSOKÁ,СРАВ. ВЫС. ОМ,REF IMP MAGAS,,REF IMP.MARE,R. IMP. VYSOKÁ,REF EMP. YÜKS,REF KORKEA,ΤΙΜΗ ΑΝΑΦ.ΥΨ.,,REF IMP.VISOKA,REF IMP VISOKA,??????,IMP.REF ZA WYS
878,STI_REF_IMP_LOW,Reference probe value too low,1,14,REF IMP. LOW,REF IMP TIEF,REF IMP BAJA,IMP. REF BASSE,RIF IMP.BASSA,REF IMP. LAAG,REF IMP. LAV,REF IMP. L�G,参考探头值太低,IMP.REF ZA NIS,超低基準抵抗,참조 IMP.낮음,IMPED. BAIXA,REF IMP NÍZKA,СРАВ. НИЗ. ОМ,REF IMP ALACS,,REF IMP.JOASA,R. IMP. NÍZKÁ,REF EMP. DÜŞÜK,REF ALHAINEN,ΤΙΜΗ ΑΝΑΦ.ΧΑΜ.,,REF IMP.NISKA,REF IMP NIZKA,??????,IMP.REF ZA NIS
879,STI_RESET_COUNTER,"Reset counter for ""humidity bag""",1,15,RESET COUNTER,Z�HLER RESET,RESET CONTADOR,RAZ COMPTEUR,RESET CONTATOR,RESET TELLER,RESET T LLER,RESET R�KNARE,重置计数器,SKASUJ LICZNIK,計数器リセット,카운터 재설정,ZERA CONTADOR,NULOVAŤ ČÍTAČ,СБРОС СЧЁТЧ.,SZÁML. NULL,,RESET. CONTOR,NULOV-Í ČÍTAČE,SAYACI RESETLE,NOLLAA LASKURI,RESET ΜΕΤΡΗΤΗ,,RESET BROJAČ,PONAST ŠTEVCA,??????,SKASUJ LICZNIK
880,STI_RUN,Number of days running by the probe,1,9,RUN,GELAUFEN,OPERAR,LANCER,AVVIO,GEACTIVE,KR,K�RN.,运行,URUCHOM,使用日数,실행,OPERA��O,PRACUJ,ПУСК,FUTTAT,,RULARE,PROVOZ,ÇAL SÜR,KÄYTÖSSÄ,ΕΚΤΕΛ.,,POKR.,OBRATOV,??????,URUCHOM
881,STI_SERVICE,Service menu,1,8,SERVICE,SERVICE,SERVICIO,SERVICE,SERVICE,SERVICE,SERVICE,SERVICE,服务,SERWIS,サービス,서비스,SERVI�O,SERVIS,СЕРВИС,SZERVIZ,,SERVICE,SERVIS,SERVİS,HUOLTO,ΣΕΡΒΙΣ,,SERVIS,SERVIS,??????,SERWIS
882,STI_SLOPE_HIGH,Slope value too high,1,15,SLOPE HIGH,STEILH. HOCH,PENDIENTE ALTA,PENTE HAUTE,SLOPE ALTO,HELLING HOOG,HLD. H J,SLOPE H�G,坡度太高,NACHYL ZA DUZE,超高ズロープ値,변화값 큼,SLOPE ALTO,VYSOKÝ SKLON,НАКЛОН ВЫС,MEREDEKS MAGAS,,PANTA MARE,VYSOKÁ STRMOST,YÜKSEK EĞİM,JYRKK KORKEA,ΚΛΙΣΗ ΥΨΗΛΗ,,NAGIB VISOK,NAKLON VISOK,??????,NACHYL ZA DUZE
883,STI_SLOPE_LOW,Slope value too low,1,15,SLOPE LOW,STEILH. TIEF,PENDIENTE BAJA,PENTE BASSE,SLOPE BASSO,HELLING LAAG,HLD. LAV,SLOPE L�G,坡度太低,NACHYL ZA MALE,超低ズロープ値,변화값 작음,SLOPE BAIXO,NÍZKY SKLON,НАКЛОН НИЗК,MEREDEKS ALACS,,PANTA MICA,NÍZKÁ STRMOST,DÜŞÜK EĞİM,JYRKK ALHAINEN,ΚΛΙΣΗ ΧΑΜΗΛΗ,,NAGIB NIZAK,NAKLON NIZEK,??????,NACHYL ZA MALE
884,STI_SN,Serial number,1,5,SN,SN,NS,NS,SN,SN,SN,SN,序号,NS,連番,SN,S�RIE,SER Č,З.N,S/N:,,NS,SČ,SN,SN,ΑΡ.ΣΕΙΡ,,SR BR,SŠ,??????,NS
885,STI_SOFT,Software version,1,9,SOFT,SOFT,Vers soft,PROG.,SOFTWARE,SOFT,SOFT,MJUK,软件版本,OPROGR.,ソフト,버전,VERS�O,VER SOFT,ПО,SZOFTVER,,SOFT,MĚKKÝ,YAZILIM,SOFTA,SOFTWARE,,SOFT VER,PRG OPR,??????,OPROGR.
886,STI_TEMP_CAL,Temperature calibration,1,14,TEMP. CAL,TEMP. KAL.,CAL TEMP,ETAL. TEMP.,CALIB TEMP,TEMP KAL,TEMP.KAL.,TEMP. KALIB,温度校准,KAL. TEMP.,温度の校正,온도 조정,CAL. TEMP.,KALIBR TEMP,КАЛИБ. ТЕМП.,H?M KALIBR,,CAL. TEMP,KAL. TEPLOTY,SIC. KALİB,T KAL,ΒΑΘΜΟΝ.ΘΕΡΜ.,,TEMP. KAL.,KAL TEMP,??????,KAL. TEMP.
887,STI_TEMP_RAW,Temperature raw value,1,10,TEMP RAW,TEMP ROH,Temp crudo,TEMP DIR,TEMP RAW,TEMP WER,TEMP REN,TEMP R�,温度初值,TEMP. NIE.,生の温度,원시온도,TEMP.,TEP HRUB,T ИСХ.,ALAP HÖM,,TEMP BRU,HRU TEPL,HAM SIC,T TODELL,ΘΕΡΜ.RAW,,TEMP VRD,TEMP OSN,??????,TEMP. NIE.
888,STI_TEMP_TOO_HIGH,Temperature too high,1,15,TEMP TOO HIGH,TEMP ZU HOCH,TEMP MUY ALTA,TEMP tROP HAUT,TEMPER ALTA,TEMP TE HOOG,TEMP. FOR HJ,TEMP F�R H�G,温度太高,gniocho,温度が高すぎる,온도 높음,TEMP. ALTA,VYSOKÁ TEPLOT,T ВЫШЕ МАКС.,HÖM MAGAS,,TEMP PREA MARE,VYSOKÁ TEPLOTA,SIC ÇOK YÜKS,T KORKEA,ΘΕΡΜ.ΥΨΗΛΗ,,TEMP. VISOKA,TEMP PREVISOKA,??????,gniocho
889,STI_TEMP_TOO_LOW,Temperature too low,1,14,TEMP TOO LOW,TEMP ZU TIEF,TEMP MUY BAJA,TEMP. TROP BAS,TEMPER BASSA,TEMP TE LAAG,TEMP. FOR LAV,TEMP F�R L�G,温度太低,TEMP.ZA NISKA,温度が低すぎる,온도 낮음,TEMP. BAIXA,NÍZKA TEPLOTA,T НИЖЕ МИН.,HÖM ALACSONY,,TEMP PREA JOAS,NÍZKÁ TEPLOTA,SIC ÇOK DÜŞÜK,T ALHAINEN,ΘΕΡΜ.ΧΑΜΗΛΗ,,TEMP. NISKA,TEMP PRENIZKA,??????,TEMP.ZA NISKA
890,STI_TO_ACCEPT,To accept,1,16,TO ACCEPT,ZUM �BERNEHMEN,PARA ACEPTAR,ACCEPTER,ACCETTI,TO ACEPT,ACCEPTER,TILL ACCEPTERA,要接受,AKCEPTACJA,承認する方法,승인,P/ ACEITAR,AKCEPTOVAŤ,К ПРИЕМУ,ELFOGADNI,,DE ACCEPTAT,K PŘEVZETÍ,KABUL ETM İÇİN,VAHVISTA,ΑΠΟΔΟΧΗ,,PTIHVATI,ZA POTRDITI,??????,AKCEPTACJA
891,STI_uS_cm,ÂµS/cm conductivity unit,1,8,�S/cm,�S/cm,�S/cm,�S/cm,�S/cm,�S/cm,�S/cm,�S/cm,μS/cm,�S/cm,μS/cm,μS/cm,�S/cm,µS/cm,μS/cm,µS/cm,µS/cm,μS/cm,μS/cm,µS/cm,µS/cm,µS/cm,µS/cm,µS/cm,S/cm,??????,µS/cm
892,STI_ABORT_QUESTION,Abort last operation ?,1,13,ABORT ?,ABBRECHEN ?,TERMINAR?,INTERROMPRE ?,INTERROMPERE?,AFBREKEN?,AFBRYD?,TA BORT ?,中止?,ANULOWAC?,中止しますか?,취소합니까?,ABORTA?,ZRUŠIŤ?,ОТМЕНА ?,STOP?,,ANULARE?,ZRUŠIT ?,DURDUR?,POISTU?,ΔΙΑΚΟΠΗ?,,ODUSTANI,PREKLIČI?,??????,ANULOWAC?
893,STI_ADJUST_RESIST,Aadjust resistance value,1,14,ADJUST RESIST.,WIDERST.EINST.,AJUSTA RESIST.,REGL. RESIST.,REGOLA RESIST,WIJZIG RESIST,JUSTER RESIST.,JUST RESISTANS,调整阻抗值,KALIBR. REZYST,抵抗値の調節,저항 값 조정,AJUSTA RESIT.,NASTAV ODPOR,НАСТР. СОПР.,ELLENÁLL BEÁLL,,AJUST REZIST.,NASTAV ODPOR,ÖZDİR. AYARLA,MUUTA RESIST,ΡΥΘΜΙΣΗ ΑΝΤΙΣ.,,POD.OTPORNOST,NASTAV UPOR,??????,KALIBR. REZYST
894,STI_ADJUST_VALUE,Adjust actual value,1,16,ADJUST VALUE,WERT EINST.,AJUSTAR VALOR,REGL. VALEUR,REGOLA VALORE,WIJZIG WAARDE,JUSTER V�RDI,JUSTERA V�RDE,调整实际值,KALIBR. WART.,実測値の調節,실제 값 조정,AJUSTA VALOR,NASTAV HODN,НАСТР. ЗНАЧЕН.,ÉRTÉK BEÁLL,,AJUST VALOARE,NASTAV HODNOTU,DEĞER AYARLA,MUUTA ARVO,ΡΥΘΜΙΣΗ ΤΙΜΗΣ,,POD. VREDNOST,NASTAV VRED,??????,KALIBR. WART.
895,STI_AUTO_CAL,Automatic calibration,1,15,AUTO CAL,AUTO KALIBR.,CAL autom�t.,ETALON. AUTO,AUTO CALIBRAZI,AUTO KAL,AUTO KAL,AUTO KALIB,自动校准,AUTO KALIBR.,自動校正,자동 조정,AUTO CAL.,AUTO KALIBR,АВТОКАЛИБР.,AUTO KALIBR,,AUTO CALIBRARE,AUT. KALIBRACE,OTOMATİK KAL,AUTOKAL,ΑΥΤ.ΒΑΘΜΟΝ.,,AUTO KALIBR.,AUTO KALIB,??????,AUTO KALIBR.
896,STI_RESISTIVITY_cm,Auto ranging mode : unit based on Ohm.cm,1,13,AUTO Ohm.cm,WID. Ohm.cm,RES. OHM.CM,RES. Ohm.cm,RES.Ohm.cm,RES. Ohm.cm,AUTO Ohm.cm,RES Ohm.cm,自动:Ohm.cm,REZ. Ohm.cm.,自動Ohm.cm,자동 Ohm.cm,AUTO Ohm.cm,AUTO Ohm.cm,СОПР. ОМ·СМ,AUTO Ohm.cm,,RES.Ohm.cm,ODPOR Ω.cm,OTO Ohm.cm,AUTO Ohm.cm,ΑΥΤ. Ohm.cm,,OTPOR Ohm.cm,AUTO OHM.CM,??????,REZ. Ohm.cm.
897,STI_RESISTIVITY_m,Auto ranging mode : unit based on Ohm.m,1,12,AUTO Ohm.m,WID. Ohm.m,RES OHM.M,RES. Ohm.m,RES.Ohm.m,RES. Phm.m,AUTO Ohm.m,RES.Ohm.m,自动:Ohm.m,REZ. Ohm.m.,自動Ohm.m,자동 Ohm.m,AUTO Ohm.m,AUTO Ohm.m,СОПР. ОМ·М,AUTO Ohm.m,,RES.Ohm.m,ODPOR Ω.M,OTO Ohm.m,AUTO Ohm.m,ΑΥΤ. Ohm.m,,OTPOR Ohm.m,AUTO Ohm..m,??????,REZ. Ohm.m.
898,STI_COND_Scm,Auto ranging mode : unit based on S/cm,1,13,AUTO S/cm,LEITF. S/cm,COND. S/CM,COND. S/cm,CONDUC. S/cm,COND. S/cm,KOND S/cm,KOND S/cm,自动:S/cm,PRZEW. S/cm,自動S/cm,자동 S/cm,AUTO S/cm,AUTO S/cm,ПРОВ. СМ/СМ,AUTO S/cm,,COND. S/cm,VODIVOST S/cm,OTO S/cm,AUTO S/cm,ΑΥΤ. S/cm,,AUTO. S/cm,AUTO S/CM,??????,PRZEW. S/cm
899,STI_COND_Sm,Auto ranging mode : unit based on S/m,1,12,AUTO S/m,LEITF. S/m,COND. S/M,COND. S/m,CONDUC. S/cm,COND. S/m,KOND S/m,KOND S/m,自动:S/m,PRZEW. S/m,自動S/m,자동 S/m,AUTO S/m,AUTO S/m,ПРОВ. СМ/М,AUTO S/m,,COND. S/m,VODIVOST S/m,OTO S/m,AUTO S/m,ΑΥΤ. S/m,,AUTO. S/m,AUTO S/M,??????,PRZEW. S/m
900,STI_CELCIUS,Celcius unit,1,8,CELCIUS,CELSIUS,CELSIUS,CELSIUS,CELSIO,CELCIUS,CELSIUS,CELSIUS,摄氏温度,CELCJUSZ,摂氏,섭씨,CELSIUS,CELZIA,ЦЕЛЬС.,CELCIUS,,CELSIUS,CELZIUS,SANTİGRA,CELCIUS,ΚΕΛΣΙΟΥ,,CELZIJUS,CELZIJA,??????,CELCJUSZ
901,STI_COND_2,Conductivity,1,13,COND,LEITF.,COND,COND,CONDUCIBILITA,COND.,KOND,KOND,导电率,PRZEW.,導電率,전도성 높음,COND.,VODIVOSŤ,ПРОВОД.,VEZKÉP,,COND,VODIVOST,İLETKENLİK,JOHT,ΑΓΩΓΙΜΟΤΗΤΑ,,PROVODNOST,PREVODNOST,??????,PRZEW.
902,STI_COND_TOO_HIGH,Conductivity too high,1,15,COND TOO HIGH,LEITF. ZU HOCH,COND MUY ALTA,COND. HAUTE,CONDUC. ALTA,COND. TE HOOG,COND FOR H�J,KOND F�R H�G,导电率太高,PRZEW. ZA WYS.,導電率が高過ぎ,전도성 높음,COND. ALTA,VODIV VYSOKÁ,ПРОВ. ВЫСОКАЯ,VEZKÉP MAGAS,,COND PREA MARE,VOD. VYSOKÁ !,İLET ÇOK YÜKS,JOHT KORKEA,ΣΥΓΚΕΝ.ΥΨΗΛΗ,,PROV. VISOKA,PREVOD PREVIS,??????,PRZEW. ZA WYS.
903,STI_COND_TOO_LOW,Conductivity too low,1,14,COND TOO LOW,LEITF. ZU TIEF,COND MUY BAJA,COND.BASSE,CONDUC. BASSA,COND. TE LAAG,COND FOR LAV,KOND F�R L�G,导电率太低,PRZEW. ZA NIS.,導電率が低過ぎ,전도성 낮음,COND. BAIXA,VODIV NÍZKA,ПРОВ. НИЗКАЯ,VEZKÉP ALACS,,COND PREA JOAS,VOD. NÍZKÁ !,İLET ÇOK DÜŞÜK,JOHT ALHAINEN,ΣΥΓΚΕΝ.ΧΑΜΗΛΗ,,PROV. NISKA,PREVOD PRENIZ,??????,PRZEW. ZA NIS.
904,STI_COND_UNIT,Conductivity units,1,14,COND. UNITS,LEITF. EINHEIT,UNIDADES COND,UNITES COND.,UNITA CONDUCIB,COND. EENHEID,COND. ENHEDER,ENHETER KOND,导电率单位,JEDN. PRZEW.,導電率の単位,전도성 단위,UN. COND.,JEDN VODIVOSŤ,ЕД. ПРОВ.,VEZKÉP EGYSÉG,,COND. UNITATI,JEDNOTKY VOD.,İLET. BİRİMLER,JOHT YKS,ΜΟΝΑΔ.ΑΓΩΓΙΜ.,,PROV. JED.,PREVOD ENOTE,??????,JEDN. PRZEW.
905,STI_CONNECT,Connect a resistance through conductivity probe for electrical calibration,1,13,CONNECT,VERBINDEN,CONECTAR,CONNETCTER,CONNETTERE,VERBINDEN,TILSLUT,ANSLUT,连接,POLACZENIE,抵抗に接続,연결,CONECTAR,SPOJ,ПОДКЛЮЧ.,CSATLAKOZT,,CONECTARE,SPOJENÍ,BAĞLA,YHDISTÄ,ΣΥΝΔΕΣΗ,,SPOJI,PRIKLJUČI,??????,POLACZENIE
906,STI_CORR_FACTORS_2,Correction factors,1,15,CORR FACTORS,KORR. FAKTOR,FACTORES CORR,FACT. CORRECT.,CORREZ FATTORE,CORR. FACTOREN,KORR. FAKTORER,KORRFAKTORER,校正系数,WSP. KOREKCJI,補正係数,보정 인수,FATOR CORRE��O,KOREKČN FAKT,ПОПРАВ. ФАК.,KORR FAKTOR,,CORECT.FACTORI,KOR. FAKTORY,DÜZ FAKTÖRLERİ,KORJ KERTOIMET,ΣΥΝΤΕΛ.ΔΙΟΡΘ.,,KOR. FAKTOR,KOR FAKTOR,??????,WSP. KOREKCJI
907,STI_DAYS,Days,1,7,DAYS,TAGE,D�AS,JOURS,GIORNI,DAGEN,DAGE,DAGAR,天数,DNI,日,일수,DIAS,DNI,ДН.,NAPOK,,ZILE,DNY,GÜNLER,PV,ΗΜΕΡΕΣ,,DANA,DNEVI,??????,DNI
908,STI_ELEC_SPAN,Electrical calibration,1,14,ELECTRIC. SPAN,ELEKTR. STEILH,INTERV. ELEC.,PENTE ELEC.,SPAN ELETTRICO,ELEKTR. SPAN,ELEKTR. SP�ND,ELEKTR. SPAN,电气校准,OKRES ELEKTR.,電気的校正,전기적 조정,CAL. ELETR.,ELEKTR KALIBR,ЭЛЕКТР. НАКЛ.,ELEKTR KALIBR,,SPAN ELECTRIC,ROZSAH ELEKTRO,ELEKTR. KAL,SÄHKÖINEN KAL,ΗΛΕΚΤΡ.ΒΑΘΜ.,,ELEKT. KALIB.,ELEKTRO KALIB,??????,OKRES ELEKTR.
909,STI_FAHRENHEIT,Fahrenheit unit,1,11,FAHRENHEIT,FAHRENHEIT,Fahrenheit,FAHRENHEIT,FAHRENHEIT,FAHRENHEIT,FAHRENHEIT,FARENHEIT,华氏温度,FARENHEIT,華氏,화씨,FARENHEIT,FAHRENHEIT,ФАРЕНГ.,FAHRENHEIT,,FAHRENHEIT,FARNHEIT,FAHRENHAYT,FAHRENHEIT,ΦΑΡΕΝΑΪΤ,,FAHRENHAJT,FAHRENHEIT,??????,FARENHEIT
910,STI_FIXEDCOND_Scm,"No autoranging, unit only based on µS/cm",1,11,FIXED �S/cm,FEST �S/cm,FIJO �S/cm,FIXE �S/cm,FISSO �S/cm,VAST �S/cm,FAST S/cm,FAST �S/cm,固定 μS/cm,USTAL. �S/cm,固定μS/cm,고정μS/cm,FIXO �S/cm,PEVNÉ S/cm,Ф.ΜS/CM,FIX µS/cm,,FIXAT μS/cm,PEVNÉ µS/cm,SABİT µS/cm,VAKIO µS/cm,ΣΤΑΘ. µS/cm,,FIKS. S/cm,SAMO S/cm,??????,USTAL. µS/cm
911,STI_FIXRESISTIVITY_cm,"No autoranging, unit only based on Ohm.cm",1,13,FIXED Ohm.cm,FEST Ohm.cm,FIJO Ohm.cm,FIXE Ohm.CM,FISSO Ohm.cm,VAST Ohm.cm,FAST Ohm.cm,FAST Ohm.cm,固定 Ohm.cm,USTAL. Ohm.cm,固定Ohm.cm,고정 Ohm.cm,FIXO Ohm.cm,PEVNÉOhm.cm,Ф. OHM.CM,FIX Ohm.cm,,FIXAT Ohm.cm,PEVNÉ Ohm.cm,SABİT Ohm.cm,VAKIO Ohm.cm,FEST Ohm.cm,,FIKS. Ohm.cm,SAMO Ohm.cm,??????,USTAL. Ohm.cm
912,STI_GAIN,Gain,1,9,GAIN,VERST.,GANANCIA,GAIN,GUAD,TOENAME,FORSTKNG.,F�RST�RK,收益,WZMOCN.,ゲイン,이득,GANHO,ZÍSKAŤ,УСИЛ,NYERESÉG,,PRIMIRE,ZESÍLENÍ,KAZANÇ,LISÄYS,ΑΠΟΛΑΒΗ,,POJAČANJ,ČLEN,??????,WZMOCN.
913,STI_HOURS,Hours,1,8,HOURS,STUNDEN,HORAS,HEURES,ORE,UREN,TIMER,TIMMAR,小时数,GODZINY,時間,시간,HORAS,HODINY,ЧАС.,ÓRÁK,,ORE,HOD.,SAATLER,H,ΩΡΕΣ,,SATI,URE,??????,GODZINY
914,STI_LOGGER_DELAY,Log. delay,1,14,LOG. DELAY,LOG INTERVAL,RETRASO L�GICO,INTERV. LOG.,RITARDO LOG.,LOG. INTERVAL,LOG INTERVAL,F�RDR�J LOG,日志延迟,OPOZNIENIE LOG,ログ遅延,로그 지연,INT. REGISTRO,LOG. ZDRŽANIE,ИНТЕРВАЛ РЕГ.,KÉSL. RÖGZ,,INTARZ.LOG,LOG INTERVAL,KAYIT GECİKMES,LOG VIIVE,LOG ΔΙΑΣΤΗΜΑ,,LOG INTERVAL,POMN INTERVAL,??????,OPOZNIENIE LOG
915,STI_MANUAL_TEMP_2,Manual temperature (constant temperature),1,15,MANUAL  TEMP,MANUELLE TEMP.,TEMP MANUAL,TEMP MANUELLE,TEMP MANUALE,HANDMATIG TEMP,MANUEL TEMP,MANUELL TEMP,人工温度,RECZNA TEMP.,手動温度,수동 온도,TEMP. MANUAL,MANUÁL TEMP,РУЧН. ТЕМПЕР.,KÉZI HÖM BEÁLL,,TEMP MANUAL,TEPLOTA RUČNĚ,MANUEL SIC,MANUAALINEN T,ΧΕΙΡΟΚ.ΘΕΡΜ.,,RUČNA TEMP.,TEMP ROČNO,??????,RECZNA TEMP.
916,STI_MOVE_PROBE_MLS0,Move probe to air for calibration,1,15,MOVE PROBE,BRINGE SENSOR,MOVER SONDA,DEPLACER SONDE,MUOVI SONDA,PLAATS SONDE,FJERN SONDE,FLYTTA GIVARE,移动探头,WYJMIJ SONDE,プローブの移動,탐침 이동,MOVA A SONDA,VYBER SONDU,ПЕРЕМЕС. ДАТЧ.,SZENZORT TEGYE,,MUTARE PROBA,VYJMOUT SNÍMAČ,PROBU ÇIKAR,SIIRRÄ ANTURI,ΚΙΝΕΙΣΤΕ ΑΙΣΘ.,,PREMESTI PROBU,DAJ SENZ,??????,WYJMIJ SONDE
917,STI_TO_AIR_MSL1,Last part of MOVE PROBE TO AIR,1,12,TO AIR,IN LUFT,PARA AIRE,DANS L'AIR,ARIA,IN LUCHT,TIL LUFT,TILL LUFT,至空气,W POWIETRZE,エアーヘ,공기장치로,PARA O AR,NA VZDUCH,НА ВОЗДУХ,LEVEGÖRE,,IN AER,DO VZDUCHU,HAVAYA,ILMAAN,ΣΕ ΑΕΡΑ,,U VAZDUH,NA ZRAK,??????,W POWIETRZE
918,STI_PLEASE_WAIT_2,Please wait,1,15,PLEASE WAIT...,BITTE WARTEN...,ESPERE...,ATTENDRE...,PREGO ATTENDI,A.U.B. WACHTEN,VENT...,V�NTA...,请稍候!,PROSZE CZEKAC,お持ちください,기다리십시오,AGUARDE...,PROSÍM ČAKAJ,ЖДИТЕ...,VÁRJON,,ASTEPTATI...,ČEKEJ PROSÍM..,LÜTFEN BEKLE..,ODOTA...,ΠΑΡΑΚ.ΠΕΡΙΜΕΝ.,,SAČEKAJ ...,POČAKAJTE,??????,PROSZE CZEKAC
